timestamp,side,price,size,pnl,balance_after
2025-12-06T01:37:56.944954+00:00,OPEN_LONG,89312.1,0.00011196691153830219,0.0,1000.0
2025-12-06T01:37:59.207536+00:00,CLOSE_LONG,89312.1,0.00011196691153830219,0.0,1000.0
2025-12-06T01:51:32.446568+00:00,OPEN_LONG,89309.8,0.00011196979502809322,0.0,1000.0
2025-12-06T01:51:43.413314+00:00,CLOSE_LONG,89309.9,0.00011196979502809322,1.1196979501831697e-05,1000.0000111969795
2025-12-06T01:51:48.546693+00:00,OPEN_LONG,89309.9,0.00011196966965588363,0.0,1000.0
2025-12-06T01:51:59.973855+00:00,CLOSE_LONG,89309.9,0.00011196966965588363,0.0,1000.0
2025-12-06T01:52:05.891514+00:00,OPEN_LONG,89309.8,0.00011196979502809322,0.0,1000.0
2025-12-06T01:52:16.850185+00:00,CLOSE_LONG,89309.8,0.00011196979502809322,0.0,1000.0
2025-12-06T01:57:58.838917+00:00,OPEN_LONG,89314.3,0.002239283071131946,0.0,1000.0
2025-12-06T01:58:03.150284+00:00,CLOSE_LONG,89314.3,0.002239283071131946,0.0,1000.0
2025-12-06T01:58:14.250651+00:00,OPEN_LONG,89314.3,0.002239283071131946,0.0,1000.0
2025-12-06T01:58:19.324295+00:00,CLOSE_LONG,89314.4,0.002239283071131946,0.0002239283070936431,1000.0002239283072
2025-12-06T02:08:44.041465+00:00,OPEN_LONG,89253.9,0.0022407984413006046,0.0,1000.0
2025-12-06T02:08:55.007620+00:00,CLOSE_LONG,89253.8,0.0022407984413006046,-0.00022407984411049571,999.9997759201559
2025-12-06T02:08:59.949059+00:00,OPEN_LONG,89253.9,0.0022407984413006046,0.0,1000.0
2025-12-06T02:09:10.618933+00:00,CLOSE_LONG,89253.8,0.0022407984413006046,-0.00022407984411049571,999.9997759201559
2025-12-06T02:09:17.165982+00:00,OPEN_LONG,89253.9,0.0022407984413006046,0.0,1000.0
2025-12-06T02:09:27.769573+00:00,CLOSE_LONG,89253.9,0.0022407984413006046,0.0,1000.0
2025-12-06T02:17:54.070890+00:00,OPEN_LONG,89253.9,0.0022407984413006046,0.0,1000.0
2025-12-06T02:17:59.891301+00:00,CLOSE_LONG,89253.9,0.0022407984413006046,0.0,1000.0
2025-12-06T02:18:10.694544+00:00,OPEN_LONG,89253.9,0.0022407984413006046,0.0,1000.0
2025-12-06T02:18:15.390295+00:00,CLOSE_LONG,89253.9,0.0022407984413006046,0.0,1000.0
2025-12-06T02:18:26.610067+00:00,OPEN_LONG,89253.9,0.0022407984413006046,0.0,1000.0
2025-12-06T02:18:30.959853+00:00,CLOSE_LONG,89253.9,0.0022407984413006046,0.0,1000.0
2025-12-06T02:24:43.221314+00:00,OPEN_LONG,89301.9,0.0022395940063985203,0.0,1000.0
2025-12-06T02:24:47.675290+00:00,CLOSE_LONG,89301.9,0.0022395940063985203,0.0,1000.0
2025-12-06T02:39:15.833210+00:00,OPEN_LONG,89280.9,0.002240120787312852,0.0,1000.0
2025-12-06T02:39:20.554472+00:00,CLOSE_LONG,89280.9,0.002240120787312852,0.0,1000.0
2025-12-06T02:43:46.756346+00:00,OPEN_LONG,93103.0,0.0021481584911334757,0.0,1000.0
2025-12-06T02:43:46.758769+00:00,CLOSE_LONG,92664.8,0.0021481584911334757,-0.9413230508146828,999.0586769491853
2025-12-06T02:43:46.762773+00:00,OPEN_LONG,93071.0,0.0021468742722205313,0.0,999.0586769491853
2025-12-06T02:43:46.764552+00:00,CLOSE_LONG,93443.9,0.0021468742722205313,0.8005694161110236,999.8592463652963
2025-12-06T02:43:46.826495+00:00,OPEN_LONG,92462.0,0.0021627463095440207,0.0,999.8592463652963
2025-12-06T02:43:46.829431+00:00,CLOSE_LONG,92174.9,0.0021627463095440207,-0.6209244654701009,999.2383218998261
2025-12-06T02:43:46.835017+00:00,OPEN_LONG,92409.4,0.0021626335024355235,0.0,999.2383218998261
2025-12-06T02:43:46.839258+00:00,CLOSE_LONG,92287.3,0.0021626335024355235,-0.26405755064735853,998.9742643491787
2025-12-06T03:01:06.031114+00:00,OPEN_LONG,93086.5,0.00010742696309346683,0.0,1000.0
2025-12-06T03:01:06.032934+00:00,CLOSE_LONG,92891.3,0.00010742696309346683,-0.020969743195844413,999.9790302568042
2025-12-06T03:01:06.038098+00:00,OPEN_LONG,92965.6,0.00010756441417651305,0.0,999.9790302568042
2025-12-06T03:01:06.041186+00:00,CLOSE_LONG,92968.0,0.00010756441417651305,0.00025815459402300523,999.9792884113982
2025-12-06T03:01:06.041992+00:00,OPEN_LONG,93071.0,0.00010744262857510915,0.0,999.9792884113982
2025-12-06T03:01:06.045037+00:00,CLOSE_LONG,93364.7,0.00010744262857510915,0.03155590001250924,1000.0108443114108
2025-12-06T03:01:06.108593+00:00,OPEN_LONG,92462.0,0.00010815371117988047,0.0,1000.0108443114108
2025-12-06T03:01:06.110441+00:00,CLOSE_LONG,92350.0,0.00010815371117988047,-0.012113215652146613,999.9987310957587
2025-12-06T03:01:06.118747+00:00,OPEN_LONG,92409.4,0.0001082139621181134,0.0,999.9987310957587
2025-12-06T03:01:06.121547+00:00,CLOSE_LONG,92413.1,0.0001082139621181134,0.00040039165983827933,999.9991314874185
